Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,2198,4546,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,4157,7815,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,6166,10836,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,7010,13156,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,8098,16487,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,4,8,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,30221,59452,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,2287,4194,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,5322,8660,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,12305,19992,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,28856,46417,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,67222,108513,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,108864,174337,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,123483,194267,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,119773,187264,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,14,25,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,468126,743669,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,0-24,4197,4197,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,25-34,12202,12202,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,35-44,29818,29818,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,45-54,70858,70858,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,55-64,158248,158248,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,65-74,253599,253599,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,75-84,294652,294652,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,85+,304910,304910,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,Not stated,23,23,
4/30/2023,1/1/2020,4/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,All Ages,1128507,1128507,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,20,20,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,102,107,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,230,237,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,543,560,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,1186,1222,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,1802,1834,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1843,1881,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,1203,1215,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,6929,7076,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,13,13,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,45,45,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,250,256,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,502,517,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,547,569,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,298,309,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1660,1714,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,35,35,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,65,65,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,158,158,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,282,282,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,357,357,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,218,218,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,59,59,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1181,1181,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,0-24,13,14,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,25-34,91,94,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,35-44,264,266,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,45-54,699,708,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,55-64,1458,1485,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,65-74,2270,2309,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,75-84,2292,2344,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,85+,1362,1390,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,All Ages,8449,8610,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,25-34,25,25,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,35-44,81,81,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,45-54,165,165,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,55-64,386,386,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,65-74,483,483,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,75-84,422,422,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,85+,273,273,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,All Ages,1844,1844,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,18,19,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,27,29,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,89,94,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,166,177,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,240,248,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,240,247,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,147,150,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,931,968,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,10,10,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,56,57,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,140,141,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,362,367,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,555,559,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,571,582,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,85+,561,579,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,2255,2295,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,14,14,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,61,65,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,224,244,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,480,529,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,553,592,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,85+,436,462,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1774,1912,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,0-24,12,12,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,25-34,55,55,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,35-44,150,150,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,45-54,317,317,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,55-64,687,688,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,65-74,869,869,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,75-84,805,805,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,85+,477,477,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrest,I46,All Ages,3372,3373,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,25,25,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,68,69,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Alabama,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,180,186,
