Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,Renal failure,Renal failure,N17-N19,55-64,20473.0,21228.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,Renal failure,Renal failure,N17-N19,65-74,32548.0,34151.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,Renal failure,Renal failure,N17-N19,75-84,33265.0,35183.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,Renal failure,Renal failure,N17-N19,85+,27415.0,29108.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,Renal failure,Renal failure,N17-N19,Not stated,3.0,4.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,Renal failure,Renal failure,N17-N19,All Ages,127664.0,134022.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,403.0,1022.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,834.0,2290.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,1351.0,3292.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,2198.0,4546.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,4157.0,7815.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,6166.0,10836.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,7010.0,13156.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,8098.0,16487.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,4.0,8.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,30221.0,59452.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,2287.0,4194.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,5322.0,8660.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,12305.0,19992.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,28856.0,46417.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,67222.0,108513.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,108864.0,174337.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,123483.0,194267.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,119773.0,187264.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,14.0,25.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,468126.0,743669.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,0-24,4197.0,4197.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,25-34,12202.0,12202.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,35-44,29818.0,29818.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,45-54,70858.0,70858.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,55-64,158248.0,158248.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,65-74,253599.0,253599.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,75-84,294652.0,294652.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,85+,304910.0,304910.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,Not stated,23.0,23.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,United States,COVID-19,COVID-19,U071,All Ages,1128507.0,1128507.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,20.0,20.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,102.0,107.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,230.0,237.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,543.0,560.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,1186.0,1222.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,1802.0,1834.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1843.0,1881.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,1203.0,1215.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,6929.0,7076.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,13.0,13.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,45.0,45.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,250.0,256.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,502.0,517.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,547.0,569.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,298.0,309.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1660.0,1714.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,35.0,35.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,65.0,65.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,158.0,158.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,282.0,282.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,357.0,357.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,218.0,218.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,59.0,59.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1181.0,1181.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,0-24,13.0,14.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,25-34,91.0,94.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,35-44,264.0,266.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,45-54,699.0,708.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,55-64,1458.0,1485.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,65-74,2270.0,2309.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,75-84,2292.0,2344.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,85+,1362.0,1390.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory failure,J96,All Ages,8449.0,8610.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,25-34,25.0,25.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,35-44,81.0,81.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,45-54,165.0,165.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,55-64,386.0,386.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,65-74,483.0,483.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,75-84,422.0,422.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,85+,273.0,273.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Respiratory arrest,R09.2,All Ages,1844.0,1844.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,18.0,19.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,27.0,29.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,89.0,94.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,166.0,177.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,240.0,248.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,240.0,247.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,147.0,150.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,931.0,968.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,10.0,10.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,56.0,57.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,140.0,141.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,362.0,367.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,555.0,559.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,571.0,582.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,85+,561.0,579.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,2255.0,2295.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,14.0,14.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,61.0,65.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,224.0,244.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,480.0,529.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,553.0,592.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Alabama,Circulatory diseases,Ischemic heart disease,I20-I25,85+,436.0,462.0,
